Date,Location,New Cases,New Deaths,New Recovered,New Active Cases,Total Cases,Total Deaths,Total Recovered,Total Active Cases,Province,Country,Island
4/1/2020,Aceh,0,0,0,0,5,0,0,5,Aceh,Indonesia,Sumatera
4/2/2020,Aceh,0,0,0,0,5,0,0,5,Aceh,Indonesia,Sumatera
4/3/2020,Aceh,0,0,0,0,5,0,0,5,Aceh,Indonesia,Sumatera
4/4/2020,Aceh,0,0,0,0,5,0,0,5,Aceh,Indonesia,Sumatera
4/5/2020,Aceh,0,0,0,0,5,0,0,5,Aceh,Indonesia,Sumatera
4/6/2020,Aceh,0,0,0,0,5,0,0,5,Aceh,Indonesia,Sumatera
4/7/2020,Aceh,0,0,0,0,5,0,0,5,Aceh,Indonesia,Sumatera
4/8/2020,Aceh,0,0,0,0,5,0,0,5,Aceh,Indonesia,Sumatera
4/9/2020,Aceh,0,0,1,-1,5,0,1,4,Aceh,Indonesia,Sumatera
4/10/2020,Aceh,0,0,0,0,5,0,1,4,Aceh,Indonesia,Sumatera
4/11/2020,Aceh,0,0,0,0,5,0,1,4,Aceh,Indonesia,Sumatera
4/12/2020,Aceh,0,0,0,0,5,0,1,4,Aceh,Indonesia,Sumatera
4/13/2020,Aceh,0,0,2,-2,5,0,3,2,Aceh,Indonesia,Sumatera
4/14/2020,Aceh,0,0,0,0,5,0,3,2,Aceh,Indonesia,Sumatera
4/15/2020,Aceh,0,0,0,0,5,0,3,2,Aceh,Indonesia,Sumatera
4/16/2020,Aceh,0,0,0,0,5,0,3,2,Aceh,Indonesia,Sumatera
4/17/2020,Aceh,0,0,0,0,5,0,3,2,Aceh,Indonesia,Sumatera
4/18/2020,Aceh,1,0,0,1,6,0,3,3,Aceh,Indonesia,Sumatera
4/19/2020,Aceh,1,0,0,1,7,0,3,4,Aceh,Indonesia,Sumatera
4/20/2020,Aceh,0,0,0,0,7,0,3,4,Aceh,Indonesia,Sumatera
4/21/2020,Aceh,0,0,0,0,7,0,3,4,Aceh,Indonesia,Sumatera
4/22/2020,Aceh,0,0,0,0,7,0,3,4,Aceh,Indonesia,Sumatera
4/23/2020,Aceh,0,1,0,-1,7,1,3,3,Aceh,Indonesia,Sumatera
4/24/2020,Aceh,1,0,0,1,8,1,3,4,Aceh,Indonesia,Sumatera
4/25/2020,Aceh,1,0,0,1,9,1,3,5,Aceh,Indonesia,Sumatera
4/26/2020,Aceh,0,0,0,0,9,1,3,5,Aceh,Indonesia,Sumatera
4/27/2020,Aceh,0,0,1,-1,9,1,4,4,Aceh,Indonesia,Sumatera
4/28/2020,Aceh,0,0,1,-1,9,1,5,3,Aceh,Indonesia,Sumatera
4/29/2020,Aceh,0,0,1,-1,9,1,6,2,Aceh,Indonesia,Sumatera
4/30/2020,Aceh,1,0,0,1,10,1,6,3,Aceh,Indonesia,Sumatera
5/1/2020,Aceh,1,0,0,1,11,1,6,4,Aceh,Indonesia,Sumatera
5/2/2020,Aceh,0,0,0,0,11,1,6,4,Aceh,Indonesia,Sumatera
5/3/2020,Aceh,1,0,2,-1,12,1,8,3,Aceh,Indonesia,Sumatera
5/4/2020,Aceh,0,0,0,0,12,1,8,3,Aceh,Indonesia,Sumatera
5/5/2020,Aceh,0,0,0,0,12,1,8,3,Aceh,Indonesia,Sumatera
5/6/2020,Aceh,5,0,0,5,17,1,8,8,Aceh,Indonesia,Sumatera
5/7/2020,Aceh,0,0,0,0,17,1,8,8,Aceh,Indonesia,Sumatera
5/8/2020,Aceh,0,0,3,-3,17,1,11,5,Aceh,Indonesia,Sumatera
5/9/2020,Aceh,0,0,0,0,17,1,11,5,Aceh,Indonesia,Sumatera
5/10/2020,Aceh,0,0,0,0,17,1,11,5,Aceh,Indonesia,Sumatera
5/11/2020,Aceh,0,0,1,-1,17,1,12,4,Aceh,Indonesia,Sumatera
5/12/2020,Aceh,0,0,0,0,17,1,12,4,Aceh,Indonesia,Sumatera
5/13/2020,Aceh,0,0,1,-1,17,1,13,3,Aceh,Indonesia,Sumatera
5/14/2020,Aceh,0,0,0,0,17,1,13,3,Aceh,Indonesia,Sumatera
5/15/2020,Aceh,0,0,0,0,17,1,13,3,Aceh,Indonesia,Sumatera
5/16/2020,Aceh,1,0,2,-1,18,1,15,2,Aceh,Indonesia,Sumatera
5/17/2020,Aceh,0,0,0,0,18,1,15,2,Aceh,Indonesia,Sumatera
5/18/2020,Aceh,0,0,0,0,18,1,15,2,Aceh,Indonesia,Sumatera
5/19/2020,Aceh,0,0,0,0,18,1,15,2,Aceh,Indonesia,Sumatera
5/20/2020,Aceh,0,0,0,0,18,1,15,2,Aceh,Indonesia,Sumatera
5/21/2020,Aceh,0,0,0,0,18,1,15,2,Aceh,Indonesia,Sumatera
5/22/2020,Aceh,1,0,1,0,19,1,16,2,Aceh,Indonesia,Sumatera
5/23/2020,Aceh,0,0,1,-1,19,1,17,1,Aceh,Indonesia,Sumatera
5/24/2020,Aceh,0,0,0,0,19,1,17,1,Aceh,Indonesia,Sumatera
5/25/2020,Aceh,0,0,0,0,19,1,17,1,Aceh,Indonesia,Sumatera
5/26/2020,Aceh,0,0,0,0,19,1,17,1,Aceh,Indonesia,Sumatera
5/27/2020,Aceh,0,0,0,0,19,1,17,1,Aceh,Indonesia,Sumatera
5/28/2020,Aceh,1,0,0,1,20,1,17,2,Aceh,Indonesia,Sumatera
5/29/2020,Aceh,0,0,0,0,20,1,17,2,Aceh,Indonesia,Sumatera
5/30/2020,Aceh,0,0,0,0,20,1,17,2,Aceh,Indonesia,Sumatera
5/31/2020,Aceh,0,0,0,0,20,1,17,2,Aceh,Indonesia,Sumatera
6/1/2020,Aceh,0,0,0,0,20,1,17,2,Aceh,Indonesia,Sumatera
6/2/2020,Aceh,0,0,0,0,20,1,17,2,Aceh,Indonesia,Sumatera
6/3/2020,Aceh,0,0,1,-1,20,1,18,1,Aceh,Indonesia,Sumatera
6/4/2020,Aceh,0,0,0,0,20,1,18,1,Aceh,Indonesia,Sumatera
6/5/2020,Aceh,0,0,0,0,20,1,18,1,Aceh,Indonesia,Sumatera
6/6/2020,Aceh,0,0,0,0,20,1,18,1,Aceh,Indonesia,Sumatera
6/7/2020,Aceh,0,0,0,0,20,1,18,1,Aceh,Indonesia,Sumatera
6/8/2020,Aceh,0,0,0,0,20,1,18,1,Aceh,Indonesia,Sumatera
6/9/2020,Aceh,0,0,0,0,20,1,18,1,Aceh,Indonesia,Sumatera
6/10/2020,Aceh,2,0,0,2,22,1,18,3,Aceh,Indonesia,Sumatera
6/11/2020,Aceh,0,0,0,0,22,1,18,3,Aceh,Indonesia,Sumatera
6/12/2020,Aceh,0,0,0,0,22,1,18,3,Aceh,Indonesia,Sumatera
6/13/2020,Aceh,0,0,1,-1,22,1,19,2,Aceh,Indonesia,Sumatera
6/14/2020,Aceh,5,0,0,5,27,1,19,7,Aceh,Indonesia,Sumatera
6/15/2020,Aceh,0,0,0,0,27,1,19,7,Aceh,Indonesia,Sumatera
6/16/2020,Aceh,0,0,1,-1,27,1,20,6,Aceh,Indonesia,Sumatera
6/17/2020,Aceh,10,1,0,9,37,2,20,15,Aceh,Indonesia,Sumatera
6/18/2020,Aceh,1,0,0,1,38,2,20,16,Aceh,Indonesia,Sumatera
6/19/2020,Aceh,0,0,0,0,38,2,20,16,Aceh,Indonesia,Sumatera
6/20/2020,Aceh,1,0,0,1,39,2,20,17,Aceh,Indonesia,Sumatera
6/21/2020,Aceh,10,0,0,10,49,2,20,27,Aceh,Indonesia,Sumatera
6/22/2020,Aceh,0,0,0,0,49,2,20,27,Aceh,Indonesia,Sumatera
6/23/2020,Aceh,0,0,0,0,49,2,20,27,Aceh,Indonesia,Sumatera
6/24/2020,Aceh,4,0,0,4,53,2,20,31,Aceh,Indonesia,Sumatera
6/25/2020,Aceh,13,0,0,13,66,2,20,44,Aceh,Indonesia,Sumatera
6/26/2020,Aceh,3,0,0,3,69,2,20,47,Aceh,Indonesia,Sumatera
6/27/2020,Aceh,8,0,2,6,77,2,22,53,Aceh,Indonesia,Sumatera
6/28/2020,Aceh,2,0,3,-1,79,2,25,52,Aceh,Indonesia,Sumatera
6/29/2020,Aceh,0,1,0,-1,79,3,25,51,Aceh,Indonesia,Sumatera
6/30/2020,Aceh,1,0,1,0,80,3,26,51,Aceh,Indonesia,Sumatera
7/1/2020,Aceh,6,0,5,1,86,3,31,52,Aceh,Indonesia,Sumatera
7/2/2020,Aceh,0,0,0,0,86,3,31,52,Aceh,Indonesia,Sumatera
7/3/2020,Aceh,1,0,0,1,87,3,31,53,Aceh,Indonesia,Sumatera
7/4/2020,Aceh,0,0,0,0,87,3,31,53,Aceh,Indonesia,Sumatera
7/5/2020,Aceh,0,0,0,0,87,3,31,53,Aceh,Indonesia,Sumatera
7/6/2020,Aceh,0,0,9,-9,87,3,40,44,Aceh,Indonesia,Sumatera
7/7/2020,Aceh,1,0,2,-1,88,3,42,43,Aceh,Indonesia,Sumatera
7/8/2020,Aceh,1,0,9,-8,89,3,51,35,Aceh,Indonesia,Sumatera
7/9/2020,Aceh,1,0,3,-2,90,3,54,33,Aceh,Indonesia,Sumatera
7/10/2020,Aceh,0,0,5,-5,90,3,59,28,Aceh,Indonesia,Sumatera
7/11/2020,Aceh,9,1,4,4,99,4,63,32,Aceh,Indonesia,Sumatera
7/12/2020,Aceh,7,0,0,7,106,4,63,39,Aceh,Indonesia,Sumatera
7/13/2020,Aceh,0,1,0,-1,106,5,63,38,Aceh,Indonesia,Sumatera
7/14/2020,Aceh,4,0,1,3,110,5,64,41,Aceh,Indonesia,Sumatera
7/15/2020,Aceh,27,2,1,24,137,7,65,65,Aceh,Indonesia,Sumatera
7/16/2020,Aceh,3,1,1,1,140,8,66,66,Aceh,Indonesia,Sumatera
7/17/2020,Aceh,5,0,0,5,145,8,66,71,Aceh,Indonesia,Sumatera
7/18/2020,Aceh,0,0,0,0,145,8,66,71,Aceh,Indonesia,Sumatera
7/19/2020,Aceh,1,1,0,0,146,9,66,71,Aceh,Indonesia,Sumatera
7/20/2020,Aceh,2,0,1,1,148,9,67,72,Aceh,Indonesia,Sumatera
7/21/2020,Aceh,1,0,5,-4,149,9,72,68,Aceh,Indonesia,Sumatera
7/22/2020,Aceh,2,0,4,-2,151,9,76,66,Aceh,Indonesia,Sumatera
7/23/2020,Aceh,7,1,1,5,158,10,77,71,Aceh,Indonesia,Sumatera
7/24/2020,Aceh,4,0,12,-8,162,10,89,63,Aceh,Indonesia,Sumatera
7/25/2020,Aceh,6,0,2,4,168,10,91,67,Aceh,Indonesia,Sumatera
7/26/2020,Aceh,0,0,0,0,168,10,91,67,Aceh,Indonesia,Sumatera
7/27/2020,Aceh,0,0,0,0,168,10,91,67,Aceh,Indonesia,Sumatera
7/28/2020,Aceh,25,0,0,25,193,10,91,92,Aceh,Indonesia,Sumatera
7/29/2020,Aceh,45,3,0,42,238,13,91,134,Aceh,Indonesia,Sumatera
7/30/2020,Aceh,74,0,0,74,312,13,91,208,Aceh,Indonesia,Sumatera
7/31/2020,Aceh,98,0,0,98,410,13,91,306,Aceh,Indonesia,Sumatera
8/1/2020,Aceh,0,1,0,-1,410,14,91,305,Aceh,Indonesia,Sumatera
8/2/2020,Aceh,21,2,0,19,431,16,91,324,Aceh,Indonesia,Sumatera
8/3/2020,Aceh,2,1,0,1,433,17,91,325,Aceh,Indonesia,Sumatera
8/4/2020,Aceh,7,0,0,7,440,17,91,332,Aceh,Indonesia,Sumatera
8/5/2020,Aceh,2,1,0,1,442,18,91,333,Aceh,Indonesia,Sumatera
8/6/2020,Aceh,41,0,1,40,483,18,92,373,Aceh,Indonesia,Sumatera
8/7/2020,Aceh,53,0,0,53,536,18,92,426,Aceh,Indonesia,Sumatera
8/8/2020,Aceh,0,0,0,0,536,18,92,426,Aceh,Indonesia,Sumatera
8/9/2020,Aceh,44,1,0,43,580,19,92,469,Aceh,Indonesia,Sumatera
8/10/2020,Aceh,96,0,1,95,676,19,93,564,Aceh,Indonesia,Sumatera
8/11/2020,Aceh,0,1,0,-1,676,20,93,563,Aceh,Indonesia,Sumatera
8/12/2020,Aceh,72,2,98,-28,748,22,191,535,Aceh,Indonesia,Sumatera
8/13/2020,Aceh,1,1,0,0,749,23,191,535,Aceh,Indonesia,Sumatera
8/14/2020,Aceh,92,0,0,92,841,23,191,627,Aceh,Indonesia,Sumatera
8/15/2020,Aceh,25,2,0,23,866,25,191,650,Aceh,Indonesia,Sumatera
8/16/2020,Aceh,11,0,0,11,877,25,191,661,Aceh,Indonesia,Sumatera
8/17/2020,Aceh,168,0,0,168,1045,25,191,829,Aceh,Indonesia,Sumatera
8/18/2020,Aceh,25,2,0,23,1070,27,191,852,Aceh,Indonesia,Sumatera
8/19/2020,Aceh,63,0,0,63,1133,27,191,915,Aceh,Indonesia,Sumatera
8/20/2020,Aceh,4,0,0,4,1137,27,191,919,Aceh,Indonesia,Sumatera
8/21/2020,Aceh,4,2,0,2,1141,29,191,921,Aceh,Indonesia,Sumatera
8/22/2020,Aceh,70,0,0,70,1211,29,191,991,Aceh,Indonesia,Sumatera
8/23/2020,Aceh,0,2,0,-2,1211,31,191,989,Aceh,Indonesia,Sumatera
8/24/2020,Aceh,30,3,0,27,1241,34,191,1016,Aceh,Indonesia,Sumatera
8/25/2020,Aceh,20,3,0,17,1261,37,191,1033,Aceh,Indonesia,Sumatera
8/26/2020,Aceh,30,0,0,30,1291,37,191,1063,Aceh,Indonesia,Sumatera
8/27/2020,Aceh,108,0,0,108,1399,37,191,1171,Aceh,Indonesia,Sumatera
8/28/2020,Aceh,50,11,0,39,1449,48,191,1210,Aceh,Indonesia,Sumatera
8/29/2020,Aceh,97,6,0,91,1546,54,191,1301,Aceh,Indonesia,Sumatera
8/30/2020,Aceh,54,4,56,-6,1600,58,247,1295,Aceh,Indonesia,Sumatera
8/31/2020,Aceh,33,2,66,-35,1633,60,313,1260,Aceh,Indonesia,Sumatera
9/1/2020,Aceh,16,3,82,-69,1649,63,395,1191,Aceh,Indonesia,Sumatera
9/2/2020,Aceh,48,3,1,44,1697,66,396,1235,Aceh,Indonesia,Sumatera
9/3/2020,Aceh,97,3,8,86,1794,69,404,1321,Aceh,Indonesia,Sumatera
9/4/2020,Aceh,90,3,31,56,1884,72,435,1377,Aceh,Indonesia,Sumatera
9/5/2020,Aceh,61,1,0,60,1945,73,435,1437,Aceh,Indonesia,Sumatera
9/6/2020,Aceh,78,2,0,76,2023,75,435,1513,Aceh,Indonesia,Sumatera
9/7/2020,Aceh,19,3,0,16,2042,78,435,1529,Aceh,Indonesia,Sumatera
9/8/2020,Aceh,12,2,58,-48,2054,80,493,1481,Aceh,Indonesia,Sumatera
9/9/2020,Aceh,98,1,9,88,2152,81,502,1569,Aceh,Indonesia,Sumatera
9/10/2020,Aceh,106,2,1,103,2258,83,503,1672,Aceh,Indonesia,Sumatera
9/11/2020,Aceh,145,2,2,141,2403,85,505,1813,Aceh,Indonesia,Sumatera
9/12/2020,Aceh,124,0,1,123,2527,85,506,1936,Aceh,Indonesia,Sumatera
9/13/2020,Aceh,212,5,0,207,2739,90,506,2143,Aceh,Indonesia,Sumatera
9/14/2020,Aceh,153,5,52,96,2892,95,558,2239,Aceh,Indonesia,Sumatera
9/15/2020,Aceh,140,6,142,-8,3032,101,700,2231,Aceh,Indonesia,Sumatera
9/16/2020,Aceh,95,12,390,-307,3127,113,1090,1924,Aceh,Indonesia,Sumatera
9/17/2020,Aceh,109,12,1,96,3236,125,1091,2020,Aceh,Indonesia,Sumatera
9/18/2020,Aceh,116,4,160,-48,3352,129,1251,1972,Aceh,Indonesia,Sumatera
9/19/2020,Aceh,175,0,45,130,3527,129,1296,2102,Aceh,Indonesia,Sumatera
9/20/2020,Aceh,68,4,0,64,3595,133,1296,2166,Aceh,Indonesia,Sumatera
9/21/2020,Aceh,99,2,366,-269,3694,135,1662,1897,Aceh,Indonesia,Sumatera
9/22/2020,Aceh,91,7,95,-11,3785,142,1757,1886,Aceh,Indonesia,Sumatera
9/23/2020,Aceh,50,3,3,44,3835,145,1760,1930,Aceh,Indonesia,Sumatera
9/24/2020,Aceh,56,1,115,-60,3891,146,1875,1870,Aceh,Indonesia,Sumatera
9/25/2020,Aceh,91,2,1,88,3982,148,1876,1958,Aceh,Indonesia,Sumatera
9/26/2020,Aceh,191,3,1,187,4173,151,1877,2145,Aceh,Indonesia,Sumatera
9/27/2020,Aceh,73,5,149,-81,4246,156,2026,2064,Aceh,Indonesia,Sumatera
9/28/2020,Aceh,79,13,161,-95,4325,169,2187,1969,Aceh,Indonesia,Sumatera
9/29/2020,Aceh,146,9,120,17,4471,178,2307,1986,Aceh,Indonesia,Sumatera
9/30/2020,Aceh,83,3,2,78,4554,181,2309,2064,Aceh,Indonesia,Sumatera
10/1/2020,Aceh,112,3,158,-49,4666,184,2467,2015,Aceh,Indonesia,Sumatera
10/2/2020,Aceh,188,6,0,182,4854,190,2467,2197,Aceh,Indonesia,Sumatera
10/3/2020,Aceh,73,3,150,-80,4927,193,2617,2117,Aceh,Indonesia,Sumatera
10/4/2020,Aceh,67,7,187,-127,4994,200,2804,1990,Aceh,Indonesia,Sumatera
10/5/2020,Aceh,70,6,173,-109,5064,206,2977,1881,Aceh,Indonesia,Sumatera
10/6/2020,Aceh,119,4,99,16,5183,210,3076,1897,Aceh,Indonesia,Sumatera
10/7/2020,Aceh,72,2,211,-141,5255,212,3287,1756,Aceh,Indonesia,Sumatera
10/8/2020,Aceh,168,2,165,1,5423,214,3452,1757,Aceh,Indonesia,Sumatera
10/9/2020,Aceh,123,4,93,26,5546,218,3545,1783,Aceh,Indonesia,Sumatera
10/10/2020,Aceh,98,2,1,95,5644,220,3546,1878,Aceh,Indonesia,Sumatera
10/11/2020,Aceh,123,1,0,122,5767,221,3546,2000,Aceh,Indonesia,Sumatera
10/12/2020,Aceh,77,2,157,-82,5844,223,3703,1918,Aceh,Indonesia,Sumatera
10/13/2020,Aceh,51,1,105,-55,5895,224,3808,1863,Aceh,Indonesia,Sumatera
10/14/2020,Aceh,65,3,58,4,5960,227,3866,1867,Aceh,Indonesia,Sumatera
10/15/2020,Aceh,117,2,148,-33,6077,229,4014,1834,Aceh,Indonesia,Sumatera
10/16/2020,Aceh,177,6,130,41,6254,235,4144,1875,Aceh,Indonesia,Sumatera
10/17/2020,Aceh,182,1,130,51,6436,236,4274,1926,Aceh,Indonesia,Sumatera
10/18/2020,Aceh,115,6,284,-175,6551,242,4558,1751,Aceh,Indonesia,Sumatera
10/19/2020,Aceh,116,2,211,-97,6667,244,4769,1654,Aceh,Indonesia,Sumatera
10/20/2020,Aceh,98,2,215,-119,6765,246,4984,1535,Aceh,Indonesia,Sumatera
10/21/2020,Aceh,80,3,0,77,6845,249,4984,1612,Aceh,Indonesia,Sumatera
10/22/2020,Aceh,102,3,0,99,6947,252,4984,1711,Aceh,Indonesia,Sumatera
10/23/2020,Aceh,90,4,3,83,7037,256,4987,1794,Aceh,Indonesia,Sumatera
10/24/2020,Aceh,88,5,0,83,7125,261,4987,1877,Aceh,Indonesia,Sumatera
10/25/2020,Aceh,87,2,0,85,7212,263,4987,1962,Aceh,Indonesia,Sumatera
10/26/2020,Aceh,40,5,0,35,7252,268,4987,1997,Aceh,Indonesia,Sumatera
10/27/2020,Aceh,13,4,0,9,7265,272,4987,2006,Aceh,Indonesia,Sumatera
10/28/2020,Aceh,74,4,0,70,7339,276,4987,2076,Aceh,Indonesia,Sumatera
10/29/2020,Aceh,34,0,1,33,7373,276,4988,2109,Aceh,Indonesia,Sumatera
10/30/2020,Aceh,21,2,0,19,7394,278,4988,2128,Aceh,Indonesia,Sumatera
10/31/2020,Aceh,11,1,0,10,7405,279,4988,2138,Aceh,Indonesia,Sumatera
11/1/2020,Aceh,20,0,0,20,7425,279,4988,2158,Aceh,Indonesia,Sumatera
11/2/2020,Aceh,30,0,137,-107,7455,279,5125,2051,Aceh,Indonesia,Sumatera
11/3/2020,Aceh,24,3,176,-155,7479,282,5301,1896,Aceh,Indonesia,Sumatera
11/4/2020,Aceh,44,5,174,-135,7523,287,5475,1761,Aceh,Indonesia,Sumatera
11/5/2020,Aceh,35,1,1,33,7558,288,5476,1794,Aceh,Indonesia,Sumatera
11/6/2020,Aceh,71,0,185,-114,7629,288,5661,1680,Aceh,Indonesia,Sumatera
11/7/2020,Aceh,27,3,80,-56,7656,291,5741,1624,Aceh,Indonesia,Sumatera
11/8/2020,Aceh,26,0,251,-225,7682,291,5992,1399,Aceh,Indonesia,Sumatera
11/9/2020,Aceh,3,0,201,-198,7685,291,6193,1201,Aceh,Indonesia,Sumatera
11/10/2020,Aceh,29,1,3,25,7714,292,6196,1226,Aceh,Indonesia,Sumatera
11/11/2020,Aceh,51,1,0,50,7765,293,6196,1276,Aceh,Indonesia,Sumatera
11/12/2020,Aceh,32,0,0,32,7797,293,6196,1308,Aceh,Indonesia,Sumatera
11/13/2020,Aceh,45,0,0,45,7842,293,6196,1353,Aceh,Indonesia,Sumatera
11/14/2020,Aceh,20,0,2,18,7862,293,6198,1371,Aceh,Indonesia,Sumatera
11/15/2020,Aceh,49,0,0,49,7911,293,6198,1420,Aceh,Indonesia,Sumatera
11/16/2020,Aceh,21,0,13,8,7932,293,6211,1428,Aceh,Indonesia,Sumatera
11/17/2020,Aceh,43,3,28,12,7975,296,6239,1440,Aceh,Indonesia,Sumatera
11/18/2020,Aceh,18,22,115,-119,7993,318,6354,1321,Aceh,Indonesia,Sumatera
11/19/2020,Aceh,50,1,0,49,8043,319,6354,1370,Aceh,Indonesia,Sumatera
11/20/2020,Aceh,21,0,0,21,8064,319,6354,1391,Aceh,Indonesia,Sumatera
11/21/2020,Aceh,42,0,0,42,8106,319,6354,1433,Aceh,Indonesia,Sumatera
11/22/2020,Aceh,18,0,0,18,8124,319,6354,1451,Aceh,Indonesia,Sumatera
11/23/2020,Aceh,30,0,2,28,8154,319,6356,1479,Aceh,Indonesia,Sumatera
11/24/2020,Aceh,6,0,0,6,8160,319,6356,1485,Aceh,Indonesia,Sumatera
11/25/2020,Aceh,39,5,139,-105,8199,324,6495,1380,Aceh,Indonesia,Sumatera
11/26/2020,Aceh,24,5,27,-8,8223,329,6522,1372,Aceh,Indonesia,Sumatera
11/27/2020,Aceh,21,1,4,16,8244,330,6526,1388,Aceh,Indonesia,Sumatera
11/28/2020,Aceh,11,1,0,10,8255,331,6526,1398,Aceh,Indonesia,Sumatera
11/29/2020,Aceh,27,4,25,-2,8282,335,6551,1396,Aceh,Indonesia,Sumatera
11/30/2020,Aceh,10,1,9,0,8292,336,6560,1396,Aceh,Indonesia,Sumatera
12/1/2020,Aceh,9,2,14,-7,8301,338,6574,1389,Aceh,Indonesia,Sumatera
12/2/2020,Aceh,10,0,28,-18,8311,338,6602,1371,Aceh,Indonesia,Sumatera
12/3/2020,Aceh,44,0,6,38,8355,338,6608,1409,Aceh,Indonesia,Sumatera
12/4/2020,Aceh,14,6,3,5,8369,344,6611,1414,Aceh,Indonesia,Sumatera
12/5/2020,Aceh,15,0,8,7,8384,344,6619,1421,Aceh,Indonesia,Sumatera
12/6/2020,Aceh,38,0,118,-80,8422,344,6737,1341,Aceh,Indonesia,Sumatera
12/7/2020,Aceh,4,0,5,-1,8426,344,6742,1340,Aceh,Indonesia,Sumatera
12/8/2020,Aceh,18,1,7,10,8444,345,6749,1350,Aceh,Indonesia,Sumatera
12/9/2020,Aceh,6,0,4,2,8450,345,6753,1352,Aceh,Indonesia,Sumatera
12/10/2020,Aceh,8,1,8,-1,8458,346,6761,1351,Aceh,Indonesia,Sumatera
12/11/2020,Aceh,20,4,62,-46,8478,350,6823,1305,Aceh,Indonesia,Sumatera
12/12/2020,Aceh,29,0,11,18,8507,350,6834,1323,Aceh,Indonesia,Sumatera
12/13/2020,Aceh,15,0,4,11,8522,350,6838,1334,Aceh,Indonesia,Sumatera
12/14/2020,Aceh,4,2,54,-52,8526,352,6892,1282,Aceh,Indonesia,Sumatera
12/15/2020,Aceh,12,2,86,-76,8538,354,6978,1206,Aceh,Indonesia,Sumatera
12/16/2020,Aceh,8,0,6,2,8546,354,6984,1208,Aceh,Indonesia,Sumatera
12/17/2020,Aceh,8,0,8,0,8554,354,6992,1208,Aceh,Indonesia,Sumatera
12/18/2020,Aceh,3,0,55,-52,8557,354,7047,1156,Aceh,Indonesia,Sumatera
12/19/2020,Aceh,12,0,6,6,8569,354,7053,1162,Aceh,Indonesia,Sumatera
12/20/2020,Aceh,4,1,13,-10,8573,355,7066,1152,Aceh,Indonesia,Sumatera
12/21/2020,Aceh,18,0,4,14,8591,355,7070,1166,Aceh,Indonesia,Sumatera
12/22/2020,Aceh,29,0,9,20,8620,355,7079,1186,Aceh,Indonesia,Sumatera
12/23/2020,Aceh,30,1,9,20,8650,356,7088,1206,Aceh,Indonesia,Sumatera
12/24/2020,Aceh,14,1,13,0,8664,357,7101,1206,Aceh,Indonesia,Sumatera
12/25/2020,Aceh,15,0,1,14,8679,357,7102,1220,Aceh,Indonesia,Sumatera
12/26/2020,Aceh,19,1,6,12,8698,358,7108,1232,Aceh,Indonesia,Sumatera
12/27/2020,Aceh,13,0,0,13,8711,358,7108,1245,Aceh,Indonesia,Sumatera
12/28/2020,Aceh,16,0,16,0,8727,358,7124,1245,Aceh,Indonesia,Sumatera
12/29/2020,Aceh,9,0,4,5,8736,358,7128,1250,Aceh,Indonesia,Sumatera
12/30/2020,Aceh,6,0,2,4,8742,358,7130,1254,Aceh,Indonesia,Sumatera
12/31/2020,Aceh,4,0,9,-5,8746,358,7139,1249,Aceh,Indonesia,Sumatera
1/1/2021,Aceh,7,0,10,-3,8753,358,7149,1246,Aceh,Indonesia,Sumatera
1/2/2021,Aceh,8,0,7,1,8761,358,7156,1247,Aceh,Indonesia,Sumatera
1/3/2021,Aceh,2,0,0,2,8763,358,7156,1249,Aceh,Indonesia,Sumatera
1/4/2021,Aceh,5,0,10,-5,8768,358,7166,1244,Aceh,Indonesia,Sumatera
1/5/2021,Aceh,8,2,17,-11,8776,360,7183,1233,Aceh,Indonesia,Sumatera
1/6/2021,Aceh,29,0,14,15,8805,360,7197,1248,Aceh,Indonesia,Sumatera
1/7/2021,Aceh,31,3,84,-56,8836,363,7281,1192,Aceh,Indonesia,Sumatera
1/8/2021,Aceh,42,0,5,37,8878,363,7286,1229,Aceh,Indonesia,Sumatera
1/9/2021,Aceh,16,1,7,8,8894,364,7293,1237,Aceh,Indonesia,Sumatera
1/10/2021,Aceh,15,0,14,1,8909,364,7307,1238,Aceh,Indonesia,Sumatera
1/11/2021,Aceh,10,0,1,9,8919,364,7308,1247,Aceh,Indonesia,Sumatera
1/12/2021,Aceh,48,4,0,44,8967,368,7308,1291,Aceh,Indonesia,Sumatera
1/13/2021,Aceh,24,2,5,17,8991,370,7313,1308,Aceh,Indonesia,Sumatera
1/14/2021,Aceh,11,2,13,-4,9002,372,7326,1304,Aceh,Indonesia,Sumatera
1/15/2021,Aceh,16,1,36,-21,9018,373,7362,1283,Aceh,Indonesia,Sumatera
1/16/2021,Aceh,17,1,1,15,9035,374,7363,1298,Aceh,Indonesia,Sumatera
1/17/2021,Aceh,18,0,0,18,9053,374,7363,1316,Aceh,Indonesia,Sumatera
1/18/2021,Aceh,2,3,26,-27,9055,377,7389,1289,Aceh,Indonesia,Sumatera
1/19/2021,Aceh,16,0,143,-127,9071,377,7532,1162,Aceh,Indonesia,Sumatera
1/20/2021,Aceh,18,1,28,-11,9089,378,7560,1151,Aceh,Indonesia,Sumatera
1/21/2021,Aceh,11,0,36,-25,9100,378,7596,1126,Aceh,Indonesia,Sumatera
1/22/2021,Aceh,15,0,6,9,9115,378,7602,1135,Aceh,Indonesia,Sumatera
