Date,Location,New Cases,New Deaths,New Recovered,New Active Cases,Total Cases,Total Deaths,Total Recovered,Total Active Cases,Province,Country,Island
8/27/2021,Jawa Tengah,1068,47,1043,-22,466907,28142,411447,27318,Jawa Tengah,Indonesia,Jawa
8/28/2021,Jawa Tengah,750,54,683,13,467657,28196,412130,27331,Jawa Tengah,Indonesia,Jawa
8/29/2021,Jawa Tengah,518,39,1267,-788,468175,28235,413397,26543,Jawa Tengah,Indonesia,Jawa
8/30/2021,Jawa Tengah,508,42,940,-474,468683,28277,414337,26069,Jawa Tengah,Indonesia,Jawa
8/31/2021,Jawa Tengah,637,31,1100,-494,469320,28308,415437,25575,Jawa Tengah,Indonesia,Jawa
9/1/2021,Jawa Tengah,958,164,1137,-343,470278,28472,416574,25232,Jawa Tengah,Indonesia,Jawa
9/2/2021,Jawa Tengah,1134,206,5035,-4107,471412,28678,421609,21125,Jawa Tengah,Indonesia,Jawa
9/3/2021,Jawa Tengah,727,122,1355,-750,472139,28800,422964,20375,Jawa Tengah,Indonesia,Jawa
9/4/2021,Jawa Tengah,512,73,490,-51,472651,28873,423454,20324,Jawa Tengah,Indonesia,Jawa
9/5/2021,Jawa Tengah,625,90,1078,-543,473276,28963,424532,19781,Jawa Tengah,Indonesia,Jawa
9/6/2021,Jawa Tengah,751,71,1001,-321,474027,29034,425533,19460,Jawa Tengah,Indonesia,Jawa
9/7/2021,Jawa Tengah,964,116,1114,-266,474991,29150,426647,19194,Jawa Tengah,Indonesia,Jawa
9/8/2021,Jawa Tengah,710,145,1015,-450,475701,29295,427662,18744,Jawa Tengah,Indonesia,Jawa
9/9/2021,Jawa Tengah,534,78,668,-212,476235,29373,428330,18532,Jawa Tengah,Indonesia,Jawa
9/10/2021,Jawa Tengah,505,47,638,-180,476740,29420,428968,18352,Jawa Tengah,Indonesia,Jawa
9/11/2021,Jawa Tengah,295,31,371,-107,477035,29451,429339,18245,Jawa Tengah,Indonesia,Jawa
9/12/2021,Jawa Tengah,168,14,2004,-1850,477203,29465,431343,16395,Jawa Tengah,Indonesia,Jawa
9/13/2021,Jawa Tengah,353,35,2013,-1695,477556,29500,433356,14700,Jawa Tengah,Indonesia,Jawa
9/14/2021,Jawa Tengah,339,48,2078,-1787,477895,29548,435434,12913,Jawa Tengah,Indonesia,Jawa
9/15/2021,Jawa Tengah,332,39,1922,-1629,478227,29587,437356,11284,Jawa Tengah,Indonesia,Jawa
9/16/2021,Jawa Tengah,293,42,1913,-1662,478520,29629,439269,9622,Jawa Tengah,Indonesia,Jawa
9/17/2021,Jawa Tengah,265,41,1924,-1700,478785,29670,441193,7922,Jawa Tengah,Indonesia,Jawa
9/18/2021,Jawa Tengah,298,37,1318,-1057,479083,29707,442511,6865,Jawa Tengah,Indonesia,Jawa
9/19/2021,Jawa Tengah,219,11,1403,-1195,479302,29718,443914,5670,Jawa Tengah,Indonesia,Jawa
9/20/2021,Jawa Tengah,332,19,1927,-1614,479634,29737,445841,4056,Jawa Tengah,Indonesia,Jawa
9/21/2021,Jawa Tengah,245,23,333,-111,479879,29760,446174,3945,Jawa Tengah,Indonesia,Jawa
9/22/2021,Jawa Tengah,190,14,267,-91,480069,29774,446441,3854,Jawa Tengah,Indonesia,Jawa
9/23/2021,Jawa Tengah,333,16,249,68,480402,29790,446690,3922,Jawa Tengah,Indonesia,Jawa
9/24/2021,Jawa Tengah,286,16,229,41,480688,29806,446919,3963,Jawa Tengah,Indonesia,Jawa
9/25/2021,Jawa Tengah,309,11,210,88,480997,29817,447129,4051,Jawa Tengah,Indonesia,Jawa
9/26/2021,Jawa Tengah,176,3,187,-14,481173,29820,447316,4037,Jawa Tengah,Indonesia,Jawa
9/27/2021,Jawa Tengah,185,12,247,-74,481358,29832,447563,3963,Jawa Tengah,Indonesia,Jawa
9/28/2021,Jawa Tengah,308,20,294,-6,481666,29852,447857,3957,Jawa Tengah,Indonesia,Jawa
9/29/2021,Jawa Tengah,199,12,294,-107,481865,29864,448151,3850,Jawa Tengah,Indonesia,Jawa
9/30/2021,Jawa Tengah,144,28,282,-166,482009,29892,448433,3684,Jawa Tengah,Indonesia,Jawa
10/1/2021,Jawa Tengah,107,15,216,-124,482116,29907,448649,3560,Jawa Tengah,Indonesia,Jawa
10/2/2021,Jawa Tengah,105,8,119,-22,482221,29915,448768,3538,Jawa Tengah,Indonesia,Jawa
10/3/2021,Jawa Tengah,46,5,204,-163,482267,29920,448972,3375,Jawa Tengah,Indonesia,Jawa
10/4/2021,Jawa Tengah,86,7,378,-299,482353,29927,449350,3076,Jawa Tengah,Indonesia,Jawa
10/5/2021,Jawa Tengah,91,14,169,-92,482444,29941,449519,2984,Jawa Tengah,Indonesia,Jawa
10/6/2021,Jawa Tengah,166,9,151,6,482610,29950,449670,2990,Jawa Tengah,Indonesia,Jawa
10/7/2021,Jawa Tengah,159,8,145,6,482769,29958,449815,2996,Jawa Tengah,Indonesia,Jawa
10/8/2021,Jawa Tengah,144,10,137,-3,482913,29968,449952,2993,Jawa Tengah,Indonesia,Jawa
10/9/2021,Jawa Tengah,145,6,94,45,483058,29974,450046,3038,Jawa Tengah,Indonesia,Jawa
10/10/2021,Jawa Tengah,83,5,80,-2,483141,29979,450126,3036,Jawa Tengah,Indonesia,Jawa
10/11/2021,Jawa Tengah,97,15,160,-78,483238,29994,450286,2958,Jawa Tengah,Indonesia,Jawa
10/12/2021,Jawa Tengah,151,7,136,8,483389,30001,450422,2966,Jawa Tengah,Indonesia,Jawa
10/13/2021,Jawa Tengah,116,9,625,-518,483505,30010,451047,2448,Jawa Tengah,Indonesia,Jawa
10/14/2021,Jawa Tengah,156,7,139,10,483661,30017,451186,2458,Jawa Tengah,Indonesia,Jawa
10/15/2021,Jawa Tengah,86,4,130,-48,483747,30021,451316,2410,Jawa Tengah,Indonesia,Jawa
10/16/2021,Jawa Tengah,114,9,83,22,483861,30030,451399,2432,Jawa Tengah,Indonesia,Jawa
10/17/2021,Jawa Tengah,87,2,101,-16,483948,30032,451500,2416,Jawa Tengah,Indonesia,Jawa
10/18/2021,Jawa Tengah,63,9,208,-154,484011,30041,451708,2262,Jawa Tengah,Indonesia,Jawa
10/19/2021,Jawa Tengah,99,9,117,-27,484110,30050,451825,2235,Jawa Tengah,Indonesia,Jawa
10/20/2021,Jawa Tengah,83,2,62,19,484193,30052,451887,2254,Jawa Tengah,Indonesia,Jawa
10/21/2021,Jawa Tengah,88,15,122,-49,484281,30067,452009,2205,Jawa Tengah,Indonesia,Jawa
10/22/2021,Jawa Tengah,89,8,158,-77,484370,30075,452167,2128,Jawa Tengah,Indonesia,Jawa
10/23/2021,Jawa Tengah,150,2,120,28,484520,30077,452287,2156,Jawa Tengah,Indonesia,Jawa
10/24/2021,Jawa Tengah,57,5,142,-90,484577,30082,452429,2066,Jawa Tengah,Indonesia,Jawa
10/25/2021,Jawa Tengah,44,10,121,-87,484621,30092,452550,1979,Jawa Tengah,Indonesia,Jawa
10/26/2021,Jawa Tengah,91,8,108,-25,484712,30100,452658,1954,Jawa Tengah,Indonesia,Jawa
10/27/2021,Jawa Tengah,118,7,84,27,484830,30107,452742,1981,Jawa Tengah,Indonesia,Jawa
10/28/2021,Jawa Tengah,88,6,77,5,484918,30113,452819,1986,Jawa Tengah,Indonesia,Jawa
10/29/2021,Jawa Tengah,73,8,106,-41,484991,30121,452925,1945,Jawa Tengah,Indonesia,Jawa
10/30/2021,Jawa Tengah,65,5,63,-3,485056,30126,452988,1942,Jawa Tengah,Indonesia,Jawa
10/31/2021,Jawa Tengah,54,4,50,0,485110,30130,453038,1942,Jawa Tengah,Indonesia,Jawa
5/1/2020,Jawa Timur,83,5,33,45,1087,213,769,105,Jawa Timur,Indonesia,Jawa
5/2/2020,Jawa Timur,7,10,46,-49,1094,223,815,56,Jawa Timur,Indonesia,Jawa
5/3/2020,Jawa Timur,77,6,9,62,1171,229,824,118,Jawa Timur,Indonesia,Jawa
5/4/2020,Jawa Timur,13,8,7,-2,1184,237,831,116,Jawa Timur,Indonesia,Jawa
5/5/2020,Jawa Timur,41,7,21,13,1225,244,852,129,Jawa Timur,Indonesia,Jawa
5/6/2020,Jawa Timur,48,13,11,24,1273,257,863,153,Jawa Timur,Indonesia,Jawa
5/7/2020,Jawa Timur,34,14,9,11,1307,271,872,164,Jawa Timur,Indonesia,Jawa
5/8/2020,Jawa Timur,30,19,46,-35,1337,290,918,129,Jawa Timur,Indonesia,Jawa
5/9/2020,Jawa Timur,158,12,63,83,1495,302,981,212,Jawa Timur,Indonesia,Jawa
5/10/2020,Jawa Timur,78,7,48,23,1573,309,1029,235,Jawa Timur,Indonesia,Jawa
5/11/2020,Jawa Timur,54,13,70,-29,1627,322,1099,206,Jawa Timur,Indonesia,Jawa
5/12/2020,Jawa Timur,111,11,28,72,1738,333,1127,278,Jawa Timur,Indonesia,Jawa
5/13/2020,Jawa Timur,141,7,47,87,1879,340,1174,365,Jawa Timur,Indonesia,Jawa
5/14/2020,Jawa Timur,85,14,17,54,1964,354,1191,419,Jawa Timur,Indonesia,Jawa
5/15/2020,Jawa Timur,57,13,12,32,2021,367,1203,451,Jawa Timur,Indonesia,Jawa
5/16/2020,Jawa Timur,168,11,24,133,2189,378,1227,584,Jawa Timur,Indonesia,Jawa
5/17/2020,Jawa Timur,57,11,30,16,2246,389,1257,600,Jawa Timur,Indonesia,Jawa
5/18/2020,Jawa Timur,124,13,15,96,2370,402,1272,696,Jawa Timur,Indonesia,Jawa
5/19/2020,Jawa Timur,84,13,48,23,2454,415,1320,719,Jawa Timur,Indonesia,Jawa
5/20/2020,Jawa Timur,124,19,43,62,2578,434,1363,781,Jawa Timur,Indonesia,Jawa
5/21/2020,Jawa Timur,431,14,12,405,3009,448,1375,1186,Jawa Timur,Indonesia,Jawa
5/22/2020,Jawa Timur,155,9,51,95,3164,457,1426,1281,Jawa Timur,Indonesia,Jawa
5/23/2020,Jawa Timur,465,20,90,355,3629,477,1516,1636,Jawa Timur,Indonesia,Jawa
5/24/2020,Jawa Timur,72,11,55,6,3701,488,1571,1642,Jawa Timur,Indonesia,Jawa
5/25/2020,Jawa Timur,200,16,34,150,3901,504,1605,1792,Jawa Timur,Indonesia,Jawa
5/26/2020,Jawa Timur,86,14,67,5,3987,518,1672,1797,Jawa Timur,Indonesia,Jawa
5/27/2020,Jawa Timur,166,15,44,107,4153,533,1716,1904,Jawa Timur,Indonesia,Jawa
5/28/2020,Jawa Timur,168,13,55,100,4321,546,1771,2004,Jawa Timur,Indonesia,Jawa
5/29/2020,Jawa Timur,132,8,52,72,4453,554,1823,2076,Jawa Timur,Indonesia,Jawa
5/30/2020,Jawa Timur,180,12,54,114,4633,566,1877,2190,Jawa Timur,Indonesia,Jawa
5/31/2020,Jawa Timur,232,16,203,13,4865,582,2080,2203,Jawa Timur,Indonesia,Jawa
6/1/2020,Jawa Timur,95,16,96,-17,4960,598,2176,2186,Jawa Timur,Indonesia,Jawa
6/2/2020,Jawa Timur,171,19,298,-146,5131,617,2474,2040,Jawa Timur,Indonesia,Jawa
6/3/2020,Jawa Timur,173,13,304,-144,5304,630,2778,1896,Jawa Timur,Indonesia,Jawa
6/4/2020,Jawa Timur,107,15,179,-87,5411,645,2957,1809,Jawa Timur,Indonesia,Jawa
6/5/2020,Jawa Timur,144,22,172,-50,5555,667,3129,1759,Jawa Timur,Indonesia,Jawa
6/6/2020,Jawa Timur,84,19,117,-52,5639,686,3246,1707,Jawa Timur,Indonesia,Jawa
6/7/2020,Jawa Timur,270,18,147,105,5909,704,3393,1812,Jawa Timur,Indonesia,Jawa
6/8/2020,Jawa Timur,319,20,161,138,6228,724,3554,1950,Jawa Timur,Indonesia,Jawa
6/9/2020,Jawa Timur,189,24,127,38,6417,748,3681,1988,Jawa Timur,Indonesia,Jawa
6/10/2020,Jawa Timur,275,29,203,43,6692,777,3884,2031,Jawa Timur,Indonesia,Jawa
6/11/2020,Jawa Timur,251,32,88,131,6943,809,3972,2162,Jawa Timur,Indonesia,Jawa
6/12/2020,Jawa Timur,245,29,185,31,7188,838,4157,2193,Jawa Timur,Indonesia,Jawa
6/13/2020,Jawa Timur,218,23,93,102,7406,861,4250,2295,Jawa Timur,Indonesia,Jawa
6/14/2020,Jawa Timur,194,22,63,109,7600,883,4313,2404,Jawa Timur,Indonesia,Jawa
6/15/2020,Jawa Timur,312,30,95,187,7912,913,4408,2591,Jawa Timur,Indonesia,Jawa
6/16/2020,Jawa Timur,204,22,59,123,8116,935,4467,2714,Jawa Timur,Indonesia,Jawa
6/17/2020,Jawa Timur,210,27,239,-56,8326,962,4706,2658,Jawa Timur,Indonesia,Jawa
6/18/2020,Jawa Timur,319,23,269,27,8645,985,4975,2685,Jawa Timur,Indonesia,Jawa
6/19/2020,Jawa Timur,196,22,115,59,8841,1007,5090,2744,Jawa Timur,Indonesia,Jawa
6/20/2020,Jawa Timur,300,18,257,25,9141,1025,5347,2769,Jawa Timur,Indonesia,Jawa
6/21/2020,Jawa Timur,131,16,126,-11,9272,1041,5473,2758,Jawa Timur,Indonesia,Jawa
6/22/2020,Jawa Timur,329,11,116,202,9601,1052,5589,2960,Jawa Timur,Indonesia,Jawa
6/23/2020,Jawa Timur,241,17,130,94,9842,1069,5719,3054,Jawa Timur,Indonesia,Jawa
6/24/2020,Jawa Timur,183,19,161,3,10025,1088,5880,3057,Jawa Timur,Indonesia,Jawa
6/25/2020,Jawa Timur,304,23,135,146,10329,1111,6015,3203,Jawa Timur,Indonesia,Jawa
6/26/2020,Jawa Timur,361,32,186,143,10690,1143,6201,3346,Jawa Timur,Indonesia,Jawa
6/27/2020,Jawa Timur,287,25,105,157,10977,1168,6306,3503,Jawa Timur,Indonesia,Jawa
6/28/2020,Jawa Timur,236,21,182,33,11213,1189,6488,3536,Jawa Timur,Indonesia,Jawa
6/29/2020,Jawa Timur,226,21,102,103,11439,1210,6590,3639,Jawa Timur,Indonesia,Jawa
6/30/2020,Jawa Timur,394,24,198,172,11833,1234,6788,3811,Jawa Timur,Indonesia,Jawa
7/1/2020,Jawa Timur,305,25,116,164,12138,1259,6904,3975,Jawa Timur,Indonesia,Jawa
7/2/2020,Jawa Timur,342,28,222,92,12480,1287,7126,4067,Jawa Timur,Indonesia,Jawa
7/3/2020,Jawa Timur,372,20,160,192,12852,1307,7286,4259,Jawa Timur,Indonesia,Jawa
7/4/2020,Jawa Timur,384,31,154,199,13236,1338,7440,4458,Jawa Timur,Indonesia,Jawa
7/5/2020,Jawa Timur,411,14,262,135,13647,1352,7702,4593,Jawa Timur,Indonesia,Jawa
7/6/2020,Jawa Timur,280,18,219,43,13927,1370,7921,4636,Jawa Timur,Indonesia,Jawa
7/7/2020,Jawa Timur,321,21,153,147,14248,1391,8074,4783,Jawa Timur,Indonesia,Jawa
7/8/2020,Jawa Timur,393,17,164,212,14641,1408,8238,4995,Jawa Timur,Indonesia,Jawa
7/9/2020,Jawa Timur,416,27,180,209,15057,1435,8418,5204,Jawa Timur,Indonesia,Jawa
7/10/2020,Jawa Timur,295,17,311,-33,15352,1452,8729,5171,Jawa Timur,Indonesia,Jawa
7/11/2020,Jawa Timur,393,19,310,64,15745,1471,9039,5235,Jawa Timur,Indonesia,Jawa
7/12/2020,Jawa Timur,388,21,261,106,16133,1492,9300,5341,Jawa Timur,Indonesia,Jawa
7/13/2020,Jawa Timur,197,22,165,10,16330,1514,9465,5351,Jawa Timur,Indonesia,Jawa
7/14/2020,Jawa Timur,278,26,272,-20,16608,1540,9737,5331,Jawa Timur,Indonesia,Jawa
7/15/2020,Jawa Timur,261,39,315,-93,16869,1579,10052,5238,Jawa Timur,Indonesia,Jawa
7/16/2020,Jawa Timur,191,17,254,-80,17060,1596,10306,5158,Jawa Timur,Indonesia,Jawa
7/17/2020,Jawa Timur,249,21,306,-78,17309,1617,10612,5080,Jawa Timur,Indonesia,Jawa
7/18/2020,Jawa Timur,257,26,224,7,17566,1643,10836,5087,Jawa Timur,Indonesia,Jawa
7/19/2020,Jawa Timur,302,44,285,-27,17868,1687,11121,5060,Jawa Timur,Indonesia,Jawa
7/20/2020,Jawa Timur,287,26,257,4,18155,1713,11378,5064,Jawa Timur,Indonesia,Jawa
7/21/2020,Jawa Timur,305,25,370,-90,18460,1738,11748,4974,Jawa Timur,Indonesia,Jawa
7/22/2020,Jawa Timur,359,32,311,16,18819,1770,12059,4990,Jawa Timur,Indonesia,Jawa
7/23/2020,Jawa Timur,323,37,363,-77,19142,1807,12422,4913,Jawa Timur,Indonesia,Jawa
7/24/2020,Jawa Timur,563,30,348,185,19705,1837,12770,5098,Jawa Timur,Indonesia,Jawa
7/25/2020,Jawa Timur,270,22,353,-105,19975,1859,13123,4993,Jawa Timur,Indonesia,Jawa
7/26/2020,Jawa Timur,302,33,260,9,20277,1892,13383,5002,Jawa Timur,Indonesia,Jawa
7/27/2020,Jawa Timur,286,18,309,-41,20563,1910,13692,4961,Jawa Timur,Indonesia,Jawa
7/28/2020,Jawa Timur,273,31,311,-69,20836,1941,14003,4892,Jawa Timur,Indonesia,Jawa
7/29/2020,Jawa Timur,286,19,366,-99,21122,1960,14369,4793,Jawa Timur,Indonesia,Jawa
7/30/2020,Jawa Timur,315,20,283,12,21437,1980,14652,4805,Jawa Timur,Indonesia,Jawa
7/31/2020,Jawa Timur,294,22,261,11,21731,2002,14913,4816,Jawa Timur,Indonesia,Jawa
8/1/2020,Jawa Timur,581,19,240,322,22312,2021,15153,5138,Jawa Timur,Indonesia,Jawa
8/2/2020,Jawa Timur,330,23,220,87,22642,2044,15373,5225,Jawa Timur,Indonesia,Jawa
8/3/2020,Jawa Timur,321,17,258,46,22963,2061,15631,5271,Jawa Timur,Indonesia,Jawa
8/4/2020,Jawa Timur,391,19,247,125,23354,2080,15878,5396,Jawa Timur,Indonesia,Jawa
8/5/2020,Jawa Timur,414,11,347,56,23768,2091,16225,5452,Jawa Timur,Indonesia,Jawa
8/6/2020,Jawa Timur,265,19,490,-244,24033,2110,16715,5208,Jawa Timur,Indonesia,Jawa
8/7/2020,Jawa Timur,365,21,576,-232,24398,2131,17291,4976,Jawa Timur,Indonesia,Jawa
8/8/2020,Jawa Timur,402,24,345,33,24800,2155,17636,5009,Jawa Timur,Indonesia,Jawa
8/9/2020,Jawa Timur,367,29,317,21,25167,2184,17953,5030,Jawa Timur,Indonesia,Jawa
8/10/2020,Jawa Timur,298,18,382,-102,25465,2202,18335,4928,Jawa Timur,Indonesia,Jawa
8/11/2020,Jawa Timur,288,23,277,-12,25753,2225,18612,4916,Jawa Timur,Indonesia,Jawa
8/12/2020,Jawa Timur,298,34,450,-186,26051,2259,19062,4730,Jawa Timur,Indonesia,Jawa
8/13/2020,Jawa Timur,327,36,569,-278,26378,2295,19631,4452,Jawa Timur,Indonesia,Jawa
8/14/2020,Jawa Timur,402,41,359,2,26780,2336,19990,4454,Jawa Timur,Indonesia,Jawa
8/15/2020,Jawa Timur,416,27,366,23,27196,2363,20356,4477,Jawa Timur,Indonesia,Jawa
8/16/2020,Jawa Timur,471,23,389,59,27667,2386,20745,4536,Jawa Timur,Indonesia,Jawa
8/17/2020,Jawa Timur,313,27,389,-103,27980,2413,21134,4433,Jawa Timur,Indonesia,Jawa
8/18/2020,Jawa Timur,318,24,363,-69,28298,2437,21497,4364,Jawa Timur,Indonesia,Jawa
8/19/2020,Jawa Timur,338,27,485,-174,28636,2464,21982,4190,Jawa Timur,Indonesia,Jawa
8/20/2020,Jawa Timur,366,25,367,-26,29002,2489,22349,4164,Jawa Timur,Indonesia,Jawa
8/21/2020,Jawa Timur,451,39,367,45,29453,2528,22716,4209,Jawa Timur,Indonesia,Jawa
8/22/2020,Jawa Timur,343,30,382,-69,29796,2558,23098,4140,Jawa Timur,Indonesia,Jawa
8/23/2020,Jawa Timur,282,28,369,-115,30078,2586,23467,4025,Jawa Timur,Indonesia,Jawa
8/24/2020,Jawa Timur,340,22,491,-173,30418,2608,23958,3852,Jawa Timur,Indonesia,Jawa
8/25/2020,Jawa Timur,364,20,460,-116,30782,2628,24418,3736,Jawa Timur,Indonesia,Jawa
8/26/2020,Jawa Timur,322,31,398,-107,31104,2659,24816,3629,Jawa Timur,Indonesia,Jawa
8/27/2020,Jawa Timur,362,31,353,-22,31466,2690,25169,3607,Jawa Timur,Indonesia,Jawa
8/28/2020,Jawa Timur,424,32,337,55,31890,2722,25506,3662,Jawa Timur,Indonesia,Jawa
8/29/2020,Jawa Timur,615,24,264,327,32505,2746,25770,3989,Jawa Timur,Indonesia,Jawa
8/30/2020,Jawa Timur,458,34,398,26,32963,2780,26168,4015,Jawa Timur,Indonesia,Jawa
8/31/2020,Jawa Timur,315,38,493,-216,33278,2818,26661,3799,Jawa Timur,Indonesia,Jawa
9/1/2020,Jawa Timur,351,19,405,-73,33629,2837,27066,3726,Jawa Timur,Indonesia,Jawa
9/2/2020,Jawa Timur,359,17,360,-18,33988,2854,27426,3708,Jawa Timur,Indonesia,Jawa
9/3/2020,Jawa Timur,371,34,331,6,34359,2888,27757,3714,Jawa Timur,Indonesia,Jawa
9/4/2020,Jawa Timur,330,43,347,-60,34689,2931,28104,3654,Jawa Timur,Indonesia,Jawa
9/5/2020,Jawa Timur,322,26,336,-40,35011,2957,28440,3614,Jawa Timur,Indonesia,Jawa
9/6/2020,Jawa Timur,305,32,391,-118,35316,2989,28831,3496,Jawa Timur,Indonesia,Jawa
9/7/2020,Jawa Timur,290,26,376,-112,35606,3015,29207,3384,Jawa Timur,Indonesia,Jawa
9/8/2020,Jawa Timur,425,27,348,50,36031,3042,29555,3434,Jawa Timur,Indonesia,Jawa
9/9/2020,Jawa Timur,356,38,391,-73,36387,3080,29946,3361,Jawa Timur,Indonesia,Jawa
9/10/2020,Jawa Timur,370,27,315,28,36757,3107,30261,3389,Jawa Timur,Indonesia,Jawa
9/11/2020,Jawa Timur,369,34,359,-24,37126,3141,30620,3365,Jawa Timur,Indonesia,Jawa
9/12/2020,Jawa Timur,364,24,442,-102,37490,3165,31062,3263,Jawa Timur,Indonesia,Jawa
9/13/2020,Jawa Timur,236,30,710,-504,37726,3195,31772,2759,Jawa Timur,Indonesia,Jawa
9/14/2020,Jawa Timur,358,31,346,-19,38084,3226,32118,2740,Jawa Timur,Indonesia,Jawa
9/15/2020,Jawa Timur,371,24,346,1,38455,3250,32464,2741,Jawa Timur,Indonesia,Jawa
9/16/2020,Jawa Timur,358,24,340,-6,38813,3274,32804,2735,Jawa Timur,Indonesia,Jawa
9/17/2020,Jawa Timur,323,29,333,-39,39136,3303,33137,2696,Jawa Timur,Indonesia,Jawa
9/18/2020,Jawa Timur,488,23,538,-73,39624,3326,33675,2623,Jawa Timur,Indonesia,Jawa
9/19/2020,Jawa Timur,351,31,353,-33,39975,3357,34028,2590,Jawa Timur,Indonesia,Jawa
9/20/2020,Jawa Timur,350,21,321,8,40325,3378,34349,2598,Jawa Timur,Indonesia,Jawa
9/21/2020,Jawa Timur,336,16,286,34,40661,3394,34635,2632,Jawa Timur,Indonesia,Jawa
9/22/2020,Jawa Timur,336,22,379,-65,40997,3416,35014,2567,Jawa Timur,Indonesia,Jawa
9/23/2020,Jawa Timur,342,23,335,-16,41339,3439,35349,2551,Jawa Timur,Indonesia,Jawa
9/24/2020,Jawa Timur,359,24,363,-28,41698,3463,35712,2523,Jawa Timur,Indonesia,Jawa
9/25/2020,Jawa Timur,284,22,374,-112,41982,3485,36086,2411,Jawa Timur,Indonesia,Jawa
9/26/2020,Jawa Timur,269,17,344,-92,42251,3502,36430,2319,Jawa Timur,Indonesia,Jawa
9/27/2020,Jawa Timur,197,19,460,-282,42448,3521,36890,2037,Jawa Timur,Indonesia,Jawa
9/28/2020,Jawa Timur,280,22,451,-193,42728,3543,37341,1844,Jawa Timur,Indonesia,Jawa
9/29/2020,Jawa Timur,275,24,321,-70,43003,3567,37662,1774,Jawa Timur,Indonesia,Jawa
9/30/2020,Jawa Timur,531,51,565,-85,43534,3618,38227,1689,Jawa Timur,Indonesia,Jawa
10/1/2020,Jawa Timur,601,22,372,207,44135,3640,38599,1896,Jawa Timur,Indonesia,Jawa
10/2/2020,Jawa Timur,269,22,363,-116,44404,3662,38962,1780,Jawa Timur,Indonesia,Jawa
10/3/2020,Jawa Timur,319,15,343,-39,44723,3677,39305,1741,Jawa Timur,Indonesia,Jawa
10/4/2020,Jawa Timur,238,18,331,-111,44961,3695,39636,1630,Jawa Timur,Indonesia,Jawa
10/5/2020,Jawa Timur,245,8,290,-53,45206,3703,39926,1577,Jawa Timur,Indonesia,Jawa
10/6/2020,Jawa Timur,275,9,247,19,45481,3712,40173,1596,Jawa Timur,Indonesia,Jawa
10/7/2020,Jawa Timur,326,23,299,4,45807,3735,40472,1600,Jawa Timur,Indonesia,Jawa
10/8/2020,Jawa Timur,343,20,329,-6,46150,3755,40801,1594,Jawa Timur,Indonesia,Jawa
10/9/2020,Jawa Timur,303,25,378,-100,46453,3780,41179,1494,Jawa Timur,Indonesia,Jawa
10/10/2020,Jawa Timur,310,20,371,-81,46763,3800,41550,1413,Jawa Timur,Indonesia,Jawa
10/11/2020,Jawa Timur,260,15,317,-72,47023,3815,41867,1341,Jawa Timur,Indonesia,Jawa
10/12/2020,Jawa Timur,297,19,317,-39,47320,3834,42184,1302,Jawa Timur,Indonesia,Jawa
10/13/2020,Jawa Timur,330,22,365,-57,47650,3856,42549,1245,Jawa Timur,Indonesia,Jawa
10/14/2020,Jawa Timur,300,21,346,-67,47950,3877,42895,1178,Jawa Timur,Indonesia,Jawa
10/15/2020,Jawa Timur,294,20,372,-98,48244,3897,43267,1080,Jawa Timur,Indonesia,Jawa
10/16/2020,Jawa Timur,286,21,402,-137,48530,3918,43669,943,Jawa Timur,Indonesia,Jawa
10/17/2020,Jawa Timur,250,22,382,-154,48780,3940,44051,789,Jawa Timur,Indonesia,Jawa
10/18/2020,Jawa Timur,236,21,318,-103,49016,3961,44369,686,Jawa Timur,Indonesia,Jawa
10/19/2020,Jawa Timur,232,21,351,-140,49248,3982,44720,546,Jawa Timur,Indonesia,Jawa
10/20/2020,Jawa Timur,295,12,339,-56,49543,3994,45059,490,Jawa Timur,Indonesia,Jawa
10/21/2020,Jawa Timur,332,17,342,-27,49875,4011,45401,463,Jawa Timur,Indonesia,Jawa
10/22/2020,Jawa Timur,272,21,380,-129,50147,4032,45781,334,Jawa Timur,Indonesia,Jawa
10/23/2020,Jawa Timur,282,22,376,-116,50429,4054,46157,218,Jawa Timur,Indonesia,Jawa
10/24/2020,Jawa Timur,292,18,349,-75,50721,4072,46506,143,Jawa Timur,Indonesia,Jawa
10/25/2020,Jawa Timur,246,18,269,-41,50967,4090,46775,102,Jawa Timur,Indonesia,Jawa
10/26/2020,Jawa Timur,288,13,285,-10,51255,4103,47060,92,Jawa Timur,Indonesia,Jawa
10/27/2020,Jawa Timur,286,11,270,5,51541,4114,47330,97,Jawa Timur,Indonesia,Jawa
10/28/2020,Jawa Timur,232,15,260,-43,51773,4129,47590,54,Jawa Timur,Indonesia,Jawa
10/29/2020,Jawa Timur,242,15,282,-55,52015,4144,47872,-1,Jawa Timur,Indonesia,Jawa
10/30/2020,Jawa Timur,218,46,542,-370,52233,4190,48414,-371,Jawa Timur,Indonesia,Jawa
10/31/2020,Jawa Timur,225,22,277,-74,52458,4212,48691,-445,Jawa Timur,Indonesia,Jawa
11/1/2020,Jawa Timur,627,23,345,259,53085,4235,49036,-186,Jawa Timur,Indonesia,Jawa
11/2/2020,Jawa Timur,284,12,291,-19,53369,4247,49327,-205,Jawa Timur,Indonesia,Jawa
11/3/2020,Jawa Timur,261,24,280,-43,53630,4271,49607,-248,Jawa Timur,Indonesia,Jawa
